gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Germ.PGC	Germ.oocyte	Germ.oogonia_STRA8	Germ.oogonia_meiotic	Somatic.OSE	Somatic.granulosa	Somatic.preGC_IIa	Somatic.preGC_IIb
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC00B974CC4	ALDH1A3	0.026	0.02	0.004	0.002	0.001	0.0	0.0	0.001
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CS0C61C245A	ALDH1A3	0.026	0.02	0.004	0.002	0.001	0.0	0.0	0.001
GDF2	Q9UK05	True	GDF2_HUMAN	BMP9_BMP15	CPI-CC0A69D0835	GDF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMP15	O95972	True	BMP15_HUMAN	BMP9_BMP15	CPI-CC0A69D0835	BMP15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	BMPR1B	0.188	0.091	0.159	0.239	0.104	0.458	0.106	0.332
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	BMPR2	0.188	0.091	0.159	0.239	0.104	0.458	0.106	0.332
CYP27B1	O15528	True	CP27B_HUMAN	Calcitriol_byCYP27B1	CPI-CS01DAEDE79	CYP27B1	0.021	0.0	0.005	0.01	0.002	0.0	0.005	0.009
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS06A0713BD	CEL	0.017	0.0	0.002	0.009	0.007	0.073	0.014	0.021
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS0CDFC0C7D	CEL	0.017	0.0	0.002	0.009	0.007	0.073	0.014	0.021
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS0D81115C8	DHCR24	1.317	0.879	1.526	0.259	0.757	0.5	1.225	0.728
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS03D61E885	DHCR24	1.317	0.879	1.526	0.259	0.757	0.5	1.225	0.728
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0406B0B69	LIPA	0.169	0.214	0.458	0.104	0.144	0.068	0.112	0.095
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0F51152EA	LIPA	0.169	0.214	0.458	0.104	0.144	0.068	0.112	0.095
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS05F96EA59	PNMT	0.642	0.0	0.101	0.018	0.002	0.006	0.004	0.002
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D33FF37B	PNMT	0.642	0.0	0.101	0.018	0.002	0.006	0.004	0.002
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0A5499A2C	PNMT	0.642	0.0	0.101	0.018	0.002	0.006	0.004	0.002
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0AB9AD0C3	PNMT	0.642	0.0	0.101	0.018	0.002	0.006	0.004	0.002
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS07947C107	PNMT	0.642	0.0	0.101	0.018	0.002	0.006	0.004	0.002
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D4E32D9D	PNMT	0.642	0.0	0.101	0.018	0.002	0.006	0.004	0.002
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS043102EAA	PNMT	0.642	0.0	0.101	0.018	0.002	0.006	0.004	0.002
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09918B680	PNMT	0.642	0.0	0.101	0.018	0.002	0.006	0.004	0.002
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09342A843	PNMT	0.642	0.0	0.101	0.018	0.002	0.006	0.004	0.002
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS0E8345356	PNMT	0.002	0.0	0.005	0.001	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS090BF1875	PNMT	0.002	0.0	0.005	0.001	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS0DA514FAE	PNMT	0.002	0.0	0.005	0.001	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS09EDD1969	PNMT	0.002	0.0	0.005	0.001	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS0B66F51DF	PNMT	0.002	0.0	0.005	0.001	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS07E858C0F	PNMT	0.002	0.0	0.005	0.001	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS01A3364DC	PNMT	0.002	0.0	0.005	0.001	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS05E2B5099	PNMT	0.002	0.0	0.005	0.001	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A1	CPI-CS0E6D457AD	PNMT	0.002	0.0	0.005	0.001	0.0	0.0	0.0	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS06FE13C35	PNMT	0.168	0.0	0.021	0.01	0.002	0.006	0.0	0.002
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS04C3CEB1B	PNMT	0.168	0.0	0.021	0.01	0.002	0.006	0.0	0.002
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0C22FCA29	PNMT	0.168	0.0	0.021	0.01	0.002	0.006	0.0	0.002
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS00979A178	PNMT	0.168	0.0	0.021	0.01	0.002	0.006	0.0	0.002
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0CCD9D09E	PNMT	0.168	0.0	0.021	0.01	0.002	0.006	0.0	0.002
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0E52EA029	PNMT	0.168	0.0	0.021	0.01	0.002	0.006	0.0	0.002
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS08E4B4F26	PNMT	0.168	0.0	0.021	0.01	0.002	0.006	0.0	0.002
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS09B74556F	PNMT	0.168	0.0	0.021	0.01	0.002	0.006	0.0	0.002
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS046C11B05	PNMT	0.168	0.0	0.021	0.01	0.002	0.006	0.0	0.002
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS029C8858F	CYP19A1	0.006	0.68	0.003	0.096	0.017	0.042	0.104	0.324
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0B87D36A1	CYP19A1	0.006	0.68	0.003	0.096	0.017	0.042	0.104	0.324
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0DAC88EFA	CYP19A1	0.006	0.68	0.003	0.096	0.017	0.042	0.104	0.324
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0669F64A4	CYP19A1	0.006	0.68	0.003	0.096	0.017	0.042	0.104	0.324
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0168A25C9	HSD17B1	0.025	0.005	0.033	0.019	0.174	0.218	0.554	0.268
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0A04F7238	HSD17B1	0.025	0.005	0.033	0.019	0.174	0.218	0.554	0.268
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0B08AEA2D	HSD17B1	0.025	0.005	0.033	0.019	0.174	0.218	0.554	0.268
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0EF401B5F	HSD17B1	0.025	0.005	0.033	0.019	0.174	0.218	0.554	0.268
FGA	P02671	True	FIBA_HUMAN	fibrinogen	CPI-CC08AF02F92	FGA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGA	P02671	True	FIBA_HUMAN	fibrinogen	CPI-CC0287DE56B	FGA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGA	P02671	True	FIBA_HUMAN	fibrinogen	CPI-CC066E261AE	FGA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGG	P02679	True	FIBG_HUMAN	fibrinogen	CPI-CC08AF02F92	FGG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGG	P02679	True	FIBG_HUMAN	fibrinogen	CPI-CC0287DE56B	FGG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGG	P02679	True	FIBG_HUMAN	fibrinogen	CPI-CC066E261AE	FGG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGB	P02675	True	FIBB_HUMAN	fibrinogen	CPI-CC08AF02F92	FGB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGB	P02675	True	FIBB_HUMAN	fibrinogen	CPI-CC0287DE56B	FGB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGB	P02675	True	FIBB_HUMAN	fibrinogen	CPI-CC066E261AE	FGB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CGA	P01215	True	GLHA_HUMAN	glyco_Lutropin	CPI-CS00442A4B6	CGA	0.004	0.064	0.007	0.005	0.0	0.0	0.0	0.0
CGA	P01215	True	GLHA_HUMAN	hCGB1_complex	CPI-CS0304F03CA	CGA	0.003	0.047	0.007	0.006	0.0	0.0	0.0	0.0
CGA	P01215	True	GLHA_HUMAN	hCGB2_complex	CPI-CS0EB8FBBDE	CGA	0.004	0.108	0.007	0.006	0.001	0.0	0.0	0.0
CGA	P01215	True	GLHA_HUMAN	hCGB3_complex	CPI-CS055F9D8B7	CGA	0.004	0.108	0.007	0.006	0.0	0.0	0.0	0.0
CGA	P01215	True	GLHA_HUMAN	hCGB7_complex	CPI-CS0FCFDA7E5	CGA	0.004	0.108	0.007	0.006	0.001	0.0	0.001	0.0
LHB	P01229	True	LSHB_HUMAN	glyco_Lutropin	CPI-CS00442A4B6	LHB	0.004	0.064	0.007	0.005	0.0	0.0	0.0	0.0
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS0B6CBE509	HDC	0.073	0.68	0.062	0.048	0.0	0.0	0.0	0.001
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS0FF6E7611	HDC	0.073	0.68	0.062	0.048	0.0	0.0	0.0	0.001
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS045AC7D7C	HDC	0.073	0.68	0.062	0.048	0.0	0.0	0.0	0.001
HDC	P19113	True	DCHS_HUMAN	Histamine_byHDC	CPI-CS0D98D69FC	HDC	0.073	0.68	0.062	0.048	0.0	0.0	0.0	0.001
IL12A	P29459	True	IL12A_HUMAN	IL12	CPI-CC025CA2E0D	IL12A	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.001
IL12A	P29459	True	IL12A_HUMAN	IL35	CPI-CC0D8A77C69	IL12A	0.003	0.002	0.01	0.005	0.001	0.003	0.002	0.001
IL12B	P29460	True	IL12B_HUMAN	IL12	CPI-CC025CA2E0D	IL12B	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.001
IL12B	P29460	True	IL12B_HUMAN	IL23	CPI-CC08EF3C145	IL12B	0.064	0.0	0.003	0.0	0.0	0.0	0.0	0.001
IL23A	Q9NPF7	True	IL23A_HUMAN	IL23	CPI-CC08EF3C145	IL23A	0.064	0.0	0.003	0.0	0.0	0.0	0.0	0.001
EBI3	Q14213	True	IL27B_HUMAN	IL27	CPI-CC0B5110FC9	EBI3	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBI3	Q14213	True	IL27B_HUMAN	IL35	CPI-CC0D8A77C69	EBI3	0.003	0.002	0.01	0.005	0.001	0.003	0.002	0.001
IL27	Q8NEV9	True	IL27A_HUMAN	IL27	CPI-CC0B5110FC9	IL27	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-CS0D69D106B	ITGB1	0.084	0.278	0.036	0.192	0.342	0.72	0.169	0.294
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-CS0F34D034A	ITGB1	0.084	0.278	0.036	0.192	0.342	0.72	0.169	0.294
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-CS0D69D106B	ITGAV	0.084	0.278	0.036	0.192	0.342	0.72	0.169	0.294
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-CS0F34D034A	ITGAV	0.084	0.278	0.036	0.192	0.342	0.72	0.169	0.294
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS056DF06D6	ITGAV	0.067	0.002	0.026	0.001	0.002	0.0	0.0	0.001
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS0A0368BF0	ITGAV	0.067	0.002	0.026	0.001	0.002	0.0	0.0	0.001
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS079C9111D	ITGAV	0.067	0.002	0.026	0.001	0.002	0.0	0.0	0.001
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb5_complex	CPI-CS0661098EC	ITGAV	0.084	0.278	0.036	0.192	0.059	0.113	0.02	0.014
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS056DF06D6	ITGB3	0.067	0.002	0.026	0.001	0.002	0.0	0.0	0.001
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS0A0368BF0	ITGB3	0.067	0.002	0.026	0.001	0.002	0.0	0.0	0.001
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS079C9111D	ITGB3	0.067	0.002	0.026	0.001	0.002	0.0	0.0	0.001
ITGB5	P18084	True	ITB5_HUMAN	integrin_aVb5_complex	CPI-CS0661098EC	ITGB5	0.084	0.278	0.036	0.192	0.059	0.113	0.02	0.014
TYR	P14679	True	TYRO_HUMAN	Ldopa_byTYR	CPI-CS034170CC8	TYR	0.0	0.0	0.0	0.0	0.008	0.0	0.031	0.003
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS0AFE4D0CB	LTA4H	1.372	0.466	0.449	0.376	1.164	0.893	0.898	0.606
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS047D9C0D7	LTA4H	1.372	0.466	0.449	0.376	1.164	0.893	0.898	0.606
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS0F5B070C5	LTA4H	1.372	0.466	0.449	0.376	1.164	0.893	0.898	0.606
GGT1	P19440	True	GGT1_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0C4ABE334	GGT1	0.019	0.002	0.004	0.005	0.007	0.014	0.06	0.037
GGT1	P19440	True	GGT1_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0A0F970F5	GGT1	0.019	0.002	0.004	0.005	0.007	0.014	0.06	0.037
GGT1	P19440	True	GGT1_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0957C3253	GGT1	0.019	0.002	0.004	0.005	0.007	0.014	0.06	0.037
GGT1	P19440	True	GGT1_HUMAN	LTD4_byGGT1	CPI-CS066F8F865	GGT1	0.259	0.103	0.041	0.029	0.007	0.014	0.06	0.037
GGT1	P19440	True	GGT1_HUMAN	LTD4_byGGT1	CPI-CS0E87D8FFA	GGT1	0.259	0.103	0.041	0.029	0.007	0.014	0.06	0.037
GGT5	P36269	True	GGT5_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0C4ABE334	GGT5	0.019	0.002	0.004	0.005	0.007	0.014	0.06	0.037
GGT5	P36269	True	GGT5_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0A0F970F5	GGT5	0.019	0.002	0.004	0.005	0.007	0.014	0.06	0.037
GGT5	P36269	True	GGT5_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0957C3253	GGT5	0.019	0.002	0.004	0.005	0.007	0.014	0.06	0.037
DPEP1	P16444	True	DPEP1_HUMAN	LeukotrieneE4_byDPEP1	CPI-CS0150916A7	DPEP1	0.056	0.264	0.239	0.138	2.141	0.051	2.354	0.909
DPEP1	P16444	True	DPEP1_HUMAN	LeukotrieneE4_byDPEP1	CPI-CS08225A985	DPEP1	0.056	0.264	0.239	0.138	2.141	0.051	2.354	0.909
DPEP2	Q9H4A9	True	DPEP2_HUMAN	LeukotrieneE4_byDPEP2	CPI-CS048E474A5	DPEP2	0.037	0.01	0.111	0.139	0.0	0.0	0.001	0.001
DPEP2	Q9H4A9	True	DPEP2_HUMAN	LeukotrieneE4_byDPEP2	CPI-CS058C0BB88	DPEP2	0.037	0.01	0.111	0.139	0.0	0.0	0.001	0.001
DPEP3	Q9H4B8	True	DPEP3_HUMAN	LeukotrieneE4_byDPEP3	CPI-CS0C89AD6A7	DPEP3	0.742	1.241	4.25	5.466	0.002	0.011	0.003	0.012
DPEP3	Q9H4B8	True	DPEP3_HUMAN	LeukotrieneE4_byDPEP3	CPI-CS0208210C9	DPEP3	0.742	1.241	4.25	5.466	0.002	0.011	0.003	0.012
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C1CAC8F7	ALOX12	0.143	0.005	0.018	0.018	0.003	0.003	0.0	0.001
TPO	P07202	True	PERT_HUMAN	Lthyroxine_byTPO	CPI-CS0245870E9	TPO	0.003	0.552	0.001	0.006	0.001	0.011	0.006	0.001
ASMT	P46597	True	ASMT_HUMAN	Melatonin_byASMT	CPI-CS05C6F5BDD	ASMT	0.034	0.002	0.007	0.001	0.001	0.0	0.0	0.0
FDX2	Q6P4F2	True	FDX2_HUMAN	Pregnenolone_byCYP11A1	CPI-CS06A285DD6	FDX2	0.044	0.089	0.13	0.054	0.089	0.065	0.1	0.084
FDX1	P10109	True	ADX_HUMAN	Pregnenolone_byCYP11A1	CPI-CS06A285DD6	FDX1	0.044	0.089	0.13	0.054	0.089	0.065	0.1	0.084
FDXR	P22570	True	ADRO_HUMAN	Pregnenolone_byCYP11A1	CPI-CS06A285DD6	FDXR	0.044	0.089	0.13	0.054	0.089	0.065	0.1	0.084
PTGIS	Q16647	True	PTGIS_HUMAN	Prostacyclin_byPTGIS	CPI-CS09A35DD21	PTGIS	0.018	0.005	0.019	0.015	0.286	0.153	0.08	0.041
AKR1C3	P42330	True	AK1C3_HUMAN	ProstaglandinD2_byAKR1C3	CPI-CS0D78DAC70	AKR1C3	0.008	0.352	0.0	0.005	0.003	0.014	0.021	0.009
AKR1C3	P42330	True	AK1C3_HUMAN	ProstaglandinD2_byAKR1C3	CPI-CS0F3C15BCC	AKR1C3	0.008	0.352	0.0	0.005	0.003	0.014	0.021	0.009
AKR1C3	P42330	True	AK1C3_HUMAN	ProstaglandinD2_byAKR1C3	CPI-CS09C48BE1A	AKR1C3	0.008	0.352	0.0	0.005	0.003	0.014	0.021	0.009
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-CS09DCEBC2B	PTGES	0.149	0.002	0.017	0.003	0.098	0.037	0.152	0.081
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-CS0F0453B03	PTGES	0.149	0.002	0.017	0.003	0.098	0.037	0.152	0.081
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-CS080C76630	PTGES	0.149	0.002	0.017	0.003	0.098	0.037	0.152	0.081
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-CS023F349AF	PTGES	0.149	0.002	0.017	0.003	0.098	0.037	0.152	0.081
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS0DEB18CB6	PTGES2	1.782	0.869	1.175	0.202	0.605	0.226	0.575	0.408
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS0086A177F	PTGES2	1.782	0.869	1.175	0.202	0.605	0.226	0.575	0.408
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS0F721837F	PTGES2	1.782	0.869	1.175	0.202	0.605	0.226	0.575	0.408
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS08E678B9D	PTGES2	1.782	0.869	1.175	0.202	0.605	0.226	0.575	0.408
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-CS059CF7CAA	PTGES3	21.371	9.278	18.623	11.766	3.708	2.46	2.756	2.235
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-CS000F037BD	PTGES3	21.371	9.278	18.623	11.766	3.708	2.46	2.756	2.235
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-CS0C9671CB6	PTGES3	21.371	9.278	18.623	11.766	3.708	2.46	2.756	2.235
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-CS036B95798	PTGES3	21.371	9.278	18.623	11.766	3.708	2.46	2.756	2.235
AKR1B1	P15121	True	ALDR_HUMAN	ProstaglandinF2a_byAKR1B1	CPI-CS058DED3AA	AKR1B1	3.927	6.98	4.05	2.273	2.35	0.788	1.855	1.361
CBR1	P16152	True	CBR1_HUMAN	ProstaglandinF2a_byCBR1	CPI-CS08EDCA6A3	CBR1	0.248	0.847	0.567	0.277	0.737	0.398	0.899	0.615
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS07B83D2DD	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS0E8D11164	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS0654BA8D3	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS03C4A5CCC	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS0B7FF1D20	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS08B8EB95C	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS0DF5F733F	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS029E9BA69	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS07508694A	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS0B2FF628F	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS062F16E86	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS0AB91708D	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS075E4969A	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS0682222D2	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS0A0936BD6	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS07DA64534	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS0EA8C2964	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS033DE552A	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS0F8F5E52C	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	SerotoninDopamin_byDDC	CPI-CS096413347	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC6A3	CPI-CS09E4953BB	DDC	0.009	0.0	0.001	0.0	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC6A3	CPI-CS0CBA297C7	DDC	0.009	0.0	0.001	0.0	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC6A3	CPI-CS01A3157EB	DDC	0.009	0.0	0.001	0.0	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC6A3	CPI-CS063480C92	DDC	0.009	0.0	0.001	0.0	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A1	CPI-CS05C6641C3	DDC	0.002	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A1	CPI-CS07EDF2E81	DDC	0.002	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A1	CPI-CS0398DD932	DDC	0.002	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A1	CPI-CS01EE6EF03	DDC	0.002	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A2	CPI-CS04B5BF177	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
DDC	P20711	True	DDC_HUMAN	Dopamine_byDDC_and_SLC18A2	CPI-CS0795A8A7A	DDC	0.009	0.0	0.001	0.001	0.0	0.0	0.0	0.0
