id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,version,interactors,classification,directionality,modulatory_effect
,P08572,Q86SQ4,CO4A2_HUMAN,AGRG6_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,COL4A2-ADGRG6,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P08572,integrin_a1b1_complex,CO4A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A2-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P08572,integrin_a10b1_complex,CO4A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A2-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P08572,integrin_a11b1_complex,CO4A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A2-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P08572,integrin_a2b1_complex,CO4A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A2-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q01955,Q86SQ4,CO4A3_HUMAN,AGRG6_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,COL4A3-ADGRG6,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q01955,integrin_a1b1_complex,CO4A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A3-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q01955,integrin_a10b1_complex,CO4A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A3-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q01955,integrin_a11b1_complex,CO4A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A3-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q01955,integrin_a2b1_complex,CO4A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A3-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P53420,Q86SQ4,CO4A4_HUMAN,AGRG6_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,COL4A4-ADGRG6,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P53420,integrin_a1b1_complex,CO4A4_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A4-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P53420,integrin_a10b1_complex,CO4A4_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A4-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P53420,integrin_a11b1_complex,CO4A4_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A4-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P53420,integrin_a2b1_complex,CO4A4_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A4-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P29400,Q86SQ4,CO4A5_HUMAN,AGRG6_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,COL4A5-ADGRG6,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P29400,integrin_a1b1_complex,CO4A5_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A5-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P29400,integrin_a10b1_complex,CO4A5_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A5-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P29400,integrin_a11b1_complex,CO4A5_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A5-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P29400,integrin_a2b1_complex,CO4A5_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A5-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q14031,Q86SQ4,CO4A6_HUMAN,AGRG6_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,COL4A6-ADGRG6,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q14031,integrin_a1b1_complex,CO4A6_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A6-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q14031,integrin_a10b1_complex,CO4A6_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A6-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q14031,integrin_a11b1_complex,CO4A6_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A6-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q14031,integrin_a2b1_complex,CO4A6_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL4A6-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P20908,integrin_a1b1_complex,CO5A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL5A1-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P20908,integrin_a10b1_complex,CO5A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL5A1-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P20908,integrin_a11b1_complex,CO5A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL5A1-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P20908,integrin_a2b1_complex,CO5A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL5A1-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P05997,integrin_a1b1_complex,CO5A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL5A2-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P05997,integrin_a10b1_complex,CO5A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL5A2-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P05997,integrin_a11b1_complex,CO5A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL5A2-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P05997,integrin_a2b1_complex,CO5A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL5A2-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P25940,integrin_a1b1_complex,CO5A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL5A3-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P25940,integrin_a10b1_complex,CO5A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL5A3-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P25940,integrin_a11b1_complex,CO5A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL5A3-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P25940,integrin_a2b1_complex,CO5A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL5A3-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P12109,integrin_a1b1_complex,CO6A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A1-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P12109,integrin_a10b1_complex,CO6A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A1-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P12109,integrin_a11b1_complex,CO6A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A1-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P12109,integrin_a2b1_complex,CO6A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A1-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P12110,integrin_a1b1_complex,CO6A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A2-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P12110,integrin_a10b1_complex,CO6A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A2-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P12110,integrin_a11b1_complex,CO6A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A2-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P12110,integrin_a2b1_complex,CO6A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A2-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P12111,integrin_a1b1_complex,CO6A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A3-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P12111,integrin_a10b1_complex,CO6A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A3-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P12111,integrin_a11b1_complex,CO6A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A3-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P12111,integrin_a2b1_complex,CO6A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A3-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,A8TX70,integrin_a1b1_complex,CO6A5_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A5-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,A8TX70,integrin_a10b1_complex,CO6A5_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A5-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,A8TX70,integrin_a11b1_complex,CO6A5_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A5-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,A8TX70,integrin_a2b1_complex,CO6A5_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A5-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,A6NMZ7,integrin_a1b1_complex,CO6A6_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A6-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,A6NMZ7,integrin_a10b1_complex,CO6A6_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A6-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,A6NMZ7,integrin_a11b1_complex,CO6A6_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A6-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,A6NMZ7,integrin_a2b1_complex,CO6A6_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL6A6-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q02388,integrin_a1b1_complex,CO7A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL7A1-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q02388,integrin_a10b1_complex,CO7A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL7A1-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q02388,integrin_a11b1_complex,CO7A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL7A1-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q02388,integrin_a2b1_complex,CO7A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL7A1-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P27658,integrin_a1b1_complex,CO8A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL8A1-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P27658,integrin_a10b1_complex,CO8A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL8A1-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P27658,integrin_a11b1_complex,CO8A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL8A1-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P27658,integrin_a2b1_complex,CO8A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL8A1-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P25067,integrin_a1b1_complex,CO8A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL8A2-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P25067,integrin_a10b1_complex,CO8A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL8A2-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P25067,integrin_a11b1_complex,CO8A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL8A2-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P25067,integrin_a2b1_complex,CO8A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL8A2-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P20849,integrin_a1b1_complex,CO9A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL9A1-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P20849,integrin_a10b1_complex,CO9A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL9A1-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P20849,integrin_a11b1_complex,CO9A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL9A1-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,P20849,integrin_a2b1_complex,CO9A1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL9A1-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q14055,integrin_a1b1_complex,CO9A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL9A2-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q14055,integrin_a10b1_complex,CO9A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL9A2-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q14055,integrin_a11b1_complex,CO9A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL9A2-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q14055,integrin_a2b1_complex,CO9A2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL9A2-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q14050,integrin_a1b1_complex,CO9A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL9A3-ITGA1+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q14050,integrin_a10b1_complex,CO9A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL9A3-ITGA10+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q14050,integrin_a11b1_complex,CO9A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL9A3-ITGA11+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q14050,integrin_a2b1_complex,CO9A3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,COL9A3-ITGA2+ITGB1,Adhesion by Collagen/Integrin,Adhesion-Adhesion,
,Q08554,Q14126,DSC1_HUMAN,DSG2_HUMAN,curated,PMID:27298358,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DSC1-DSG2,Adhesion by Desmosome,Adhesion-Adhesion,
,Q02487,Q14126,DSC2_HUMAN,DSG2_HUMAN,curated,PMID:27298358,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DSC2-DSG2,Adhesion by Desmosome,Adhesion-Adhesion,
,Q02413,Q08554,DSG1_HUMAN,DSC1_HUMAN,curated,PMID:27298358,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DSG1-DSC1,Adhesion by Desmosome,Adhesion-Adhesion,
,Q02413,Q02487,DSG1_HUMAN,DSC2_HUMAN,curated,PMID:27298358,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DSG1-DSC2,Adhesion by Desmosome,Adhesion-Adhesion,
,Q02413,Q14574,DSG1_HUMAN,DSC3_HUMAN,curated,PMID:27298358,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DSG1-DSC3,Adhesion by Desmosome,Adhesion-Adhesion,
,Q14126,Q14574,DSG2_HUMAN,DSC3_HUMAN,curated,PMID:27298358,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,DSG2-DSC3,Adhesion by Desmosome,Adhesion-Adhesion,
,Q14118,Q9NYQ7,DAG1_HUMAN,CELR3_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,DAG1-CELSR3,,Adhesion-Adhesion,
,fibrinogen,integrin_a2Bb3_complex,,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FGA+FGB+FGG-ITGA2B+ITGB3,Adhesion by Fibribogen,Ligand-Receptor,
,fibrinogen,integrin_aMb2_complex,,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FGA+FGB+FGG-ITGAM+ITGB2,Adhesion by Fibribogen,Ligand-Receptor,
,fibrinogen,integrin_aXb2_complex,,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FGA+FGB+FGG-ITGAX+ITGB2,Adhesion by Fibribogen,Ligand-Receptor,
,P02751,integrin_a10b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FN1-ITGA10+ITGB1,Adhesion by Fibronectin,Adhesion-Adhesion,
,P02751,integrin_a11b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FN1-ITGA11+ITGB1,Adhesion by Fibronectin,Adhesion-Adhesion,
,P02751,integrin_a2b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FN1-ITGA2+ITGB1,Adhesion by Fibronectin,Adhesion-Adhesion,
,P02751,integrin_a2Bb3_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FN1-ITGA2B+ITGB3,Adhesion by Fibronectin,Adhesion-Adhesion,
,P02751,integrin_a3b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FN1-ITGA3+ITGB1,Adhesion by Fibronectin,Adhesion-Adhesion,
,P02751,integrin_a4b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FN1-ITGA4+ITGB1,Adhesion by Fibronectin,Adhesion-Adhesion,
,P02751,integrin_a4b7_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FN1-ITGA4+ITGB7,Adhesion by Fibronectin,Adhesion-Adhesion,
,P02751,integrin_a5b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FN1-ITGA5+ITGB1,Adhesion by Fibronectin,Adhesion-Adhesion,
,P02751,integrin_a8b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FN1-ITGA8+ITGB1,Adhesion by Fibronectin,Adhesion-Adhesion,
,P02751,integrin_aVb1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FN1-ITGAV+ITGB1,Adhesion by Fibronectin,Adhesion-Adhesion,
,P02751,integrin_aVb3_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FN1-ITGAV+ITGB3,Adhesion by Fibronectin,Adhesion-Adhesion,
,P02751,integrin_aVb5_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,FN1-ITGAV+ITGB5,Adhesion by Fibronectin,Adhesion-Adhesion,
,P17302,P17302,CXA1_HUMAN,CXA1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GJA1-GJA1,Adhesion by GAP junction,Gap-Gap,
,P17302,P36382,CXA1_HUMAN,CXA5_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GJA1-GJA5,Adhesion by GAP junction,Gap-Gap,
,Q9Y6H8,P17302,CXA3_HUMAN,CXA1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GJA3-GJA1,Adhesion by GAP junction,Gap-Gap,
,Q9Y6H8,Q9Y6H8,CXA3_HUMAN,CXA3_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GJA3-GJA3,Adhesion by GAP junction,Gap-Gap,
,Q9Y6H8,P36382,CXA3_HUMAN,CXA5_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GJA3-GJA5,Adhesion by GAP junction,Gap-Gap,
,Q9Y6H8,P36383,CXA3_HUMAN,CXG1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GJA3-GJC1,Adhesion by GAP junction,Gap-Gap,
,P36382,P36382,CXA5_HUMAN,CXA5_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GJA5-GJA5,Adhesion by GAP junction,Gap-Gap,
,P36383,P17302,CXG1_HUMAN,CXA1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GJC1-GJA1,Adhesion by GAP junction,Gap-Gap,
,P36383,P36382,CXG1_HUMAN,CXA5_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GJC1-GJA5,Adhesion by GAP junction,Gap-Gap,
,P36383,P36383,CXG1_HUMAN,CXG1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GJC1-GJC1,Adhesion by GAP junction,Gap-Gap,
,P05362,P20701,ICAM1_HUMAN,ITAL_HUMAN,curated,Reviewed_in_PMID:23602662,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,ICAM1-ITGAL,Adhesion by ICAM,Ligand-Receptor,
,P05362,integrin_aLb2_complex,ICAM1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,ICAM1-ITGAL+ITGB2,Adhesion by ICAM,Ligand-Receptor,
,P05362,integrin_aMb2_complex,ICAM1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,ICAM1-ITGAM+ITGB2,Adhesion by ICAM,Ligand-Receptor,
,P05362,integrin_aXb2_complex,ICAM1_HUMAN,,curated,PMID:16252253,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,ICAM1-ITGAX+ITGB2,Adhesion by ICAM,Ligand-Receptor,
,P05362,P16150,ICAM1_HUMAN,LEUK_HUMAN,curated,PMID:1683685,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,ICAM1-SPN,Adhesion by ICAM,Adhesion-Adhesion,
,P13598,Q9NNX6,ICAM2_HUMAN,CD209_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,ICAM2-CD209,Adhesion by ICAM,Ligand-Receptor,
,P13598,integrin_aLb2_complex,ICAM2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,ICAM2-ITGAL+ITGB2,Adhesion by ICAM,Ligand-Receptor,
,P32942,Q9NNX6,ICAM3_HUMAN,CD209_HUMAN,curated,PMID:15795245,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,ICAM3-CD209,Adhesion by ICAM,Ligand-Receptor,
